101	-1.00000e-004,-5.00727e-006;1.00145e-006,-1.00000e-001:-9.61604e-006,7.37986e-009:9.61603e-002,8.89203e-007
102	-1.77828e-002,-6.67730e-002;1.33546e-002,-1.00000e-004:-7.21101e-007,2.33372e-007:1.75209e-005,6.13317e-006
103	-5.62341e-004,-4.02347e-004,0.00000e+000;8.04694e-005,-5.62341e-004,-5.14407e-002;0.00000e+000,2.57204e-002,-3.16228e-003:-4.05505e-006,4.15000e-008,1.51547e-007:7.20588e-003,7.16920e-006,1.03871e-005
101	-1.00000e-004,-5.00727e-006,0.00000e+000;1.00145e-006,-1.00000e-001,1.82235e-005;0.00000e+000,-9.11173e-005,-1.00000e-001:-9.61604e-006,7.37986e-009,-3.04086e-007:9.61603e-002,8.89757e-007,3.04005e-006
102	-1.00000e-004,-5.00727e-006,-5.00727e-006;1.00145e-006,-1.77828e-002,-1.28859e-004;1.00145e-006,6.44297e-005,-1.00000e-001:-9.61604e-006,7.37986e-009,7.37986e-009:9.61601e-002,4.99387e-006,8.92418e-007
103	-3.16228e-003,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,-7.57881e-003,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000;0.00000e+000,-5.62341e-004,0.00000e+000,0.00000e+000,-3.03460e-003,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000;0.00000e+000,0.00000e+000,-1.00000e-004,-7.57881e-003,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000;0.00000e+000,0.00000e+000,1.51576e-003,-1.77828e-002,0.00000e+000,0.00000e+000,-1.07181e-002,0.00000e+000,0.00000e+000,0.00000e+000,-3.60004e-003,-1.97470e-004,0.00000e+000;0.00000e+000,6.06919e-004,0.00000e+000,0.00000e+000,-1.00000e-004,0.00000e+000,-2.02445e-002,0.00000e+000,5.82474e-003,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000;1.51576e-003,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,-1.00000e-004,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,1.01222e-002,0.00000e+000,0.00000e+000;0.00000e+000,0.00000e+000,0.00000e+000,5.35903e-003,1.01222e-002,0.00000e+000,-5.62341e-004,-1.07181e-002,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000;0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,5.35903e-003,-3.16228e-003,0.00000e+000,1.01222e-002,0.00000e+000,0.00000e+000,0.00000e+000;0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,-1.16495e-002,0.00000e+000,0.00000e+000,0.00000e+000,-1.77828e-002,1.03580e-003,0.00000e+000,0.00000e+000,0.00000e+000;0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,-2.02445e-002,-2.07160e-003,-5.62341e-004,0.00000e+000,0.00000e+000,2.57204e-002;0.00000e+000,0.00000e+000,0.00000e+000,1.80002e-003,0.00000e+000,-2.02445e-002,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,-3.16228e-003,2.57204e-002,0.00000e+000;0.00000e+000,0.00000e+000,0.00000e+000,9.87349e-005,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,-5.14407e-002,-1.00000e-004,5.87606e-004;0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,-5.14407e-002,0.00000e+000,-1.17521e-003,-1.00000e-001:-9.61604e-006,-9.61604e-006,-9.61604e-006,2.33372e-007,1.51547e-007,2.33372e-007,2.33372e-007,2.33372e-007,9.84120e-008,1.51547e-007,1.51547e-007,4.15000e-008,4.15000e-008:2.25041e-004,1.89881e-002,1.69396e-002,1.04529e-003,-3.49890e-004,1.17491e-003,6.23430e-004,1.37724e-004,2.08302e-004,-2.63982e-004,9.63662e-007,8.57625e-004,1.25300e-004
101	-1.00000e-004,-5.00727e-006,0.00000e+000;1.00145e-006,-1.00000e-001,1.00145e-006;0.00000e+000,-5.00727e-006,-5.62341e-004:-9.61604e-006,7.37986e-009,-9.61604e-006:9.61603e-002,1.06045e-006,1.71000e-002
101	-1.00000e-004,-5.00727e-006,0.00000e+000,0.00000e+000;1.00145e-006,-1.00000e-001,2.06838e-006,1.43923e-006;0.00000e+000,-1.03419e-005,-1.00000e-004,0.00000e+000;0.00000e+000,-7.19616e-006,0.00000e+000,-1.00000e-004:-9.61604e-006,7.37986e-009,-4.05505e-006,-6.24448e-006:9.61602e-002,2.62666e-006,4.05502e-002,6.24446e-002
102	-1.00000e-004,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,-5.00727e-006,0.00000e+000,0.00000e+000,-7.80012e-005;0.00000e+000,-1.00000e-004,0.00000e+000,0.00000e+000,-7.19616e-006,0.00000e+000,0.00000e+000,-2.79963e-004,0.00000e+000;0.00000e+000,0.00000e+000,-1.00000e-004,-1.03419e-005,0.00000e+000,0.00000e+000,-1.03419e-005,0.00000e+000,0.00000e+000;0.00000e+000,0.00000e+000,2.06838e-006,-3.16228e-003,0.00000e+000,-1.28859e-004,0.00000e+000,0.00000e+000,0.00000e+000;0.00000e+000,1.43923e-006,0.00000e+000,0.00000e+000,-1.77828e-002,0.00000e+000,6.44297e-005,0.00000e+000,0.00000e+000;1.00145e-006,0.00000e+000,0.00000e+000,6.44297e-005,0.00000e+000,-1.00000e-001,0.00000e+000,0.00000e+000,0.00000e+000;0.00000e+000,0.00000e+000,2.06838e-006,0.00000e+000,-1.28859e-004,0.00000e+000,-1.00000e-004,0.00000e+000,0.00000e+000;0.00000e+000,5.59926e-005,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,-1.77828e-002,-3.94736e-004;1.56002e-005,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,1.97368e-004,-1.77828e-002:-9.61604e-006,-6.24448e-006,-4.05505e-006,7.37986e-009,7.37986e-009,7.37986e-009,7.37986e-009,4.15000e-008,2.69493e-008:9.60941e-002,6.19103e-002,4.04700e-002,2.41001e-005,7.32691e-006,9.04067e-007,7.53835e-004,1.90719e-004,8.49013e-005
103	-1.00000e-004,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,-3.03460e-003,0.00000e+000,-7.57881e-003,0.00000e+000;0.00000e+000,-1.00000e-004,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,-1.12099e-004,0.00000e+000,-4.36115e-003;0.00000e+000,0.00000e+000,-1.00000e-004,-4.02347e-004,-1.00485e-003,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000;0.00000e+000,0.00000e+000,8.04694e-005,-5.62341e-004,0.00000e+000,0.00000e+000,-3.85751e-003,-5.14407e-002,0.00000e+000,0.00000e+000,0.00000e+000;0.00000e+000,0.00000e+000,2.00970e-004,0.00000e+000,-1.00000e-004,-6.85973e-004,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000;0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,3.42986e-004,-1.00000e-004,3.42986e-004,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000;0.00000e+000,0.00000e+000,0.00000e+000,1.92875e-003,0.00000e+000,-6.85973e-004,-5.62341e-004,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000;6.06919e-004,0.00000e+000,0.00000e+000,2.57204e-002,0.00000e+000,0.00000e+000,0.00000e+000,-3.16228e-003,0.00000e+000,0.00000e+000,-6.16760e-003;0.00000e+000,2.24198e-005,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,-5.62341e-004,0.00000e+000,0.00000e+000;1.51576e-003,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,-1.00000e-004,-3.60004e-003;0.00000e+000,8.72230e-004,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,0.00000e+000,3.08380e-003,0.00000e+000,1.80002e-003,-1.77828e-002:-9.61604e-006,-6.24448e-006,-4.05505e-006,4.15000e-008,6.39070e-008,4.15000e-008,6.39070e-008,1.51547e-007,2.69493e-008,2.33372e-007,1.51547e-007:2.62658e-003,1.77132e-002,9.64365e-003,2.07590e-004,2.99265e-003,2.29588e-003,-2.20227e-003,1.77157e-004,6.58279e-004,1.16321e-003,1.00876e-003
